GeneSetId,GeneCount,Chromosome,RangeStart,RangeEnd,TotalFragments,Duplicates,SupportingTrans,Unspliced,AltSJ,Chimeric,LowMapQual,ForwardStrand,ReverseStrand,Genes
chr3_67,1,chr3,13549125,13638422,0,0,0,0,0,0,0,0,0,FBLN2
chr14_73,1,chr14,20781268,20782467,0,0,0,0,0,0,0,0,0,RNASE6
chr2_72,1,chr2,11372612,11403175,0,0,0,0,0,0,0,0,0,LINC00570
chr22_74,1,chr22,18855621,18858640,0,0,0,0,0,0,0,0,0,BCRP7
chr3_68,1,chr3,13650696,13746638,0,0,0,0,0,0,0,0,0,LINC00620
chr14_74,1,chr14,20801228,20802855,0,0,0,0,0,0,0,0,0,RNASE1
chr2_73,1,chr2,11444375,11466177,0,0,0,0,0,0,0,0,0,E2F6
chr22_75,1,chr22,18873543,18894407,0,0,0,0,0,0,0,0,0,FAM230F
chr3_69,1,chr3,13816258,13880071,0,0,0,0,0,0,0,0,0,WNT7A
chr14_75,1,chr14,20891385,20892348,0,0,0,0,0,0,0,0,0,RNASE3
chr2_74,5,chr2,11482341,11642788,0,0,0,0,0,0,0,0,0,GREB1;RNA5SP84;MIR4429;RNU2-13P;RN7SL674P
chr22_76,2,chr22,18906028,18936553,0,0,0,0,0,0,0,0,0,DGCR6;PRODH
chr3_70,1,chr3,13926813,13927778,0,0,0,0,0,0,0,0,0,VN1R20P
chr14_76,1,chr14,20919290,20920303,0,0,0,0,0,0,0,0,0,RNASE2CP
chr2_75,2,chr2,11658178,11670195,0,0,0,0,0,0,0,0,0,NTSR2;CDK8P1
chr22_77,2,chr22,18970439,19031242,0,0,0,0,0,0,0,0,0,DGCR5;FAM246C
chr3_71,2,chr3,13934255,14082811,0,0,0,0,0,0,0,0,0,FGD5P1;TPRXL
chr14_77,1,chr14,20955487,20956436,0,0,0,0,0,0,0,0,0,RNASE2
chr22_78,1,chr22,19031564,19034564,0,0,0,0,0,0,0,0,0,CA15P1
chr2_76,2,chr2,11677595,11827409,0,0,0,0,0,0,0,0,0,LPIN1;MIR548S
chr3_72,1,chr3,14089107,14089871,0,0,0,0,0,0,0,0,0,VN1R21P
chr14_78,1,chr14,20963579,20963867,0,0,0,0,0,0,0,0,0,RN7SL189P
chr22_79,2,chr22,19036282,19122454,0,0,0,0,0,0,0,0,0,DGCR2;DGCR11
chr2_77,4,chr2,11833926,12702913,0,0,0,0,0,0,0,0,0,MIR3681HG;MIR4262;MIR3681;RNU6-843P
chr3_73,1,chr3,14112077,14124870,0,0,0,0,0,0,0,0,0,CHCHD4
chr14_79,1,chr14,20989973,20997035,0,0,0,0,0,0,0,0,0,METTL17
chr22_80,1,chr22,19124879,19125646,0,0,0,0,0,0,0,0,0,TSSK1A
chr2_78,2,chr2,12716910,12742734,0,0,0,0,0,0,0,0,0,TRIB2;MIR3125
chr3_74,1,chr3,14125015,14143680,0,0,0,0,0,0,0,0,0,TMEM43
chr14_80,1,chr14,20999255,21001871,0,0,0,0,0,0,0,0,0,SLC39A2
chr22_81,2,chr22,19130279,19144684,0,0,0,0,0,0,0,0,0,ESS2;TSSK2
chr2_79,2,chr2,13710531,14400963,0,0,0,0,0,0,0,0,0,LINC00276;RNU6-1288P
chr3_75,2,chr3,14144637,14178621,0,0,0,0,0,0,0,0,0,XPC-AS1;XPC
chr14_81,9,chr14,21016763,21104722,0,0,0,0,0,0,0,0,0,NDRG2;MIR6717;TPPP2;RNASE13;RNASE7;RNASE8;ARHGEF40;ZNF219;TMEM253
chr22_82,1,chr22,19146993,19150292,0,0,0,0,0,0,0,0,0,GSC2
chr2_80,1,chr2,14632700,14650814,0,0,0,0,0,0,0,0,0,LRATD1
chr3_76,1,chr3,14178817,14201122,0,0,0,0,0,0,0,0,0,LSM3
chr14_82,1,chr14,21110295,21113472,0,0,0,0,0,0,0,0,0,CKAP2P1
chr22_83,1,chr22,19171395,19172851,0,0,0,0,0,0,0,0,0,LINC01311
chr2_81,2,chr2,15166916,15561340,0,0,0,0,0,0,0,0,0,NBAS;RPS26P18
chr3_77,1,chr3,14348451,14352568,0,0,0,0,0,0,0,0,0,LINC01267
chr14_83,1,chr14,21113639,21113745,0,0,0,0,0,0,0,0,0,RNU6-252P
chr22_84,1,chr22,19175581,19178739,0,0,0,0,0,0,0,0,0,SLC25A1
chr2_82,1,chr2,15591178,15634346,0,0,0,0,0,0,0,0,0,DDX1
chr3_78,1,chr3,14394648,14394757,0,0,0,0,0,0,0,0,0,RNA5SP124
chr14_84,1,chr14,21148370,21159060,0,0,0,0,0,0,0,0,0,OR5AU1
chr22_85,2,chr22,19179473,19291719,0,0,0,0,0,0,0,0,0,CLTCL1;KRT18P62
chr2_83,1,chr2,15690782,15744339,0,0,0,0,0,0,0,0,0,LINC01804
chr3_79,3,chr3,14402576,14556075,0,0,0,0,0,0,0,0,0,SLC6A6;GRIP2;RNU6-905P
chr14_85,1,chr14,21162513,21163743,0,0,0,0,0,0,0,0,0,SMARCE1P3
chr22_86,4,chr22,19330698,19447711,0,0,0,0,0,0,0,0,0,HIRA;C22orf39;RN7SL168P;MRPL40
chr2_84,1,chr2,15864935,15865051,0,0,0,0,0,0,0,0,0,RNU5E-7P
chr3_80,1,chr3,14572852,14574792,0,0,0,0,0,0,0,0,0,RHBDF1P1
chr14_86,1,chr14,21200079,21206900,0,0,0,0,0,0,0,0,0,LINC00641
chr22_87,1,chr22,19449911,19479202,0,0,0,0,0,0,0,0,0,UFD1
chr2_85,1,chr2,15869939,15870243,0,0,0,0,0,0,0,0,0,RPLP1P5
chr3_81,1,chr3,14648194,14649432,0,0,0,0,0,0,0,0,0,LINC02922
chr14_87,1,chr14,21209136,21269494,0,0,0,0,0,0,0,0,0,HNRNPC
chr22_88,1,chr22,19479457,19520612,0,0,0,0,0,0,0,0,0,CDC45
chr2_86,3,chr2,15918350,15947007,0,0,0,0,0,0,0,0,0,MYCNOS;MYCNUT;MYCN
chr3_82,1,chr3,14651762,14672659,0,0,0,0,0,0,0,0,0,CCDC174
chr14_88,1,chr14,21280083,21351301,0,0,0,0,0,0,0,0,0,RPGRIP1
chr22_89,1,chr22,19523024,19527545,0,0,0,0,0,0,0,0,0,CLDN5
chr2_87,1,chr2,15950689,15950981,0,0,0,0,0,0,0,0,0,RN7SL104P
chr3_83,1,chr3,14675141,14773036,0,0,0,0,0,0,0,0,0,C3orf20
chr14_89,1,chr14,21351476,21384019,0,0,0,0,0,0,0,0,0,SUPT16H
chr22_90,1,chr22,19565203,19566839,0,0,0,0,0,0,0,0,0,LINC00895
chr2_88,1,chr2,16013928,16087201,0,0,0,0,0,0,0,0,0,GACAT3
chr3_84,5,chr3,14799331,15065339,0,0,0,0,0,0,0,0,0,LINC02011;FGD5;FGD5-AS1;NR2C2;MRPS25
chr14_90,5,chr14,21385194,21456126,0,0,0,0,0,0,0,0,0,CHD8;SNORD9;SNORD8;EIF4EBP1P1;RN7SL650P
chr22_91,2,chr22,19714503,19724771,0,0,0,0,0,0,0,0,0,SEPTIN5;GP1BB
chr2_89,1,chr2,16549459,16666331,0,0,0,0,0,0,0,0,0,CYRIA
chr3_85,1,chr3,15070073,15099163,0,0,0,0,0,0,0,0,0,RBSN
chr14_91,3,chr14,21459020,21511342,0,0,0,0,0,0,0,0,0,RAB2B;TOX4;METTL3
chr22_92,3,chr22,19756703,19854939,0,0,0,0,0,0,0,0,0,TBX1;GNB1L;RTL10
chr2_90,1,chr2,16970034,16974497,0,0,0,0,0,0,0,0,0,LINC01866
chr3_86,1,chr3,15141380,15142157,0,0,0,0,0,0,0,0,0,RPS3AP53
chr14_92,1,chr14,21521080,21537216,0,0,0,0,0,0,0,0,0,SALL2
chr22_93,4,chr22,19875517,20016823,0,0,0,0,0,0,0,0,0,TXNRD2;COMT;MIR4761;ARVCF
chr2_91,1,chr2,17122841,17123140,0,0,0,0,0,0,0,0,0,RN7SKP168
chr3_87,1,chr3,15151833,15180961,0,0,0,0,0,0,0,0,0,COL6A4P1
chr14_93,1,chr14,21563819,21565084,0,0,0,0,0,0,0,0,0,RBBP4P5
chr22_94,2,chr22,20017014,20067164,0,0,0,0,0,0,0,0,0,TANGO2;MIR185
chr2_92,1,chr2,17284292,17284895,0,0,0,0,0,0,0,0,0,ZFYVE9P2
chr3_88,1,chr3,15206152,15252916,0,0,0,0,0,0,0,0,0,CAPN7
chr14_94,1,chr14,21568520,21580076,0,0,0,0,0,0,0,0,0,OR10G3
chr22_95,7,chr22,20080221,20127355,0,0,0,0,0,0,0,0,0,DGCR8;MIR3618;MIR1306;TRMT2A;MIR6816;RANBP1;SNORA77B
chr2_93,1,chr2,17385091,17386417,0,0,0,0,0,0,0,0,0,PSMC1P10
chr3_89,3,chr3,15254184,15341368,0,0,0,0,0,0,0,0,0,SH3BP5-AS1;SH3BP5;RNU6-454P
chr14_95,1,chr14,21601882,21602825,0,0,0,0,0,0,0,0,0,OR10G1P
chr22_96,1,chr22,20129456,20148007,0,0,0,0,0,0,0,0,0,ZDHHC8
chr2_94,1,chr2,17510579,17518440,0,0,0,0,0,0,0,0,0,RAD51AP2
chr3_90,1,chr3,15375373,15375645,0,0,0,0,0,0,0,0,0,HMGN2P7
chr14_96,1,chr14,21611924,21612381,0,0,0,0,0,0,0,0,0,UBE2NP1
chr22_97,1,chr22,20148416,20151055,0,0,0,0,0,0,0,0,0,CCDC188
chr2_95,1,chr2,17539126,17657018,0,0,0,0,0,0,0,0,0,VSNL1
chr3_91,7,chr3,15381275,15521751,0,0,0,0,0,0,0,0,0,METTL6;EAF1;RNU6-1024P;EAF1-AS1;COLQ;MIR4270;RN7SL110P
chr14_97,1,chr14,21621838,21622567,0,0,0,0,0,0,0,0,0,TRAV1-1
chr22_98,1,chr22,20198729,20204918,0,0,0,0,0,0,0,0,0,LINC02891
chr2_96,2,chr2,17663812,17800242,0,0,0,0,0,0,0,0,0,SMC6;GEN1
chr3_92,5,chr3,15560699,15859771,0,0,0,0,0,0,0,0,0,HACL1;BTD;ANKRD28;MIR3134;RN7SL4P
chr14_98,1,chr14,21633836,21634940,0,0,0,0,0,0,0,0,0,OR10G2
chr22_99,1,chr22,20206380,20208524,0,0,0,0,0,0,0,0,0,LINC00896
chr2_97,1,chr2,17816460,17817798,0,0,0,0,0,0,0,0,0,MSGN1
chr3_93,1,chr3,15873771,15873849,0,0,0,0,0,0,0,0,0,MIR563
chr14_99,1,chr14,21642889,21643578,0,0,0,0,0,0,0,0,0,TRAV1-2
chr22_100,2,chr22,20241415,20283246,0,0,0,0,0,0,0,0,0,RTN4R;MIR1286
chr2_98,1,chr2,17877847,18361616,0,0,0,0,0,0,0,0,0,KCNS3
chr3_94,1,chr3,15878047,15879571,0,0,0,0,0,0,0,0,0,IMPDH1P8
chr14_100,1,chr14,21649728,21650337,0,0,0,0,0,0,0,0,0,ARL6IP1P1
chr22_101,1,chr22,20314238,20320080,0,0,0,0,0,0,0,0,0,DGCR6L
chr2_99,4,chr2,18554723,18589572,0,0,0,0,0,0,0,0,0,RDH14;NT5C1B-RDH14;NT5C1B;RNU6-1215P
chr3_95,1,chr3,16174680,16231992,0,0,0,0,0,0,0,0,0,GALNT15
chr14_101,1,chr14,21653835,21667642,0,0,0,0,0,0,0,0,0,OR4E2
chr22_102,1,chr22,20338805,20354372,0,0,0,0,0,0,0,0,0,FAM230G
chr2_100,1,chr2,18986451,19348067,0,0,0,0,0,0,0,0,0,LINC01376
chr3_96,1,chr3,16257061,16264969,0,0,0,0,0,0,0,0,0,DPH3
chr14_102,1,chr14,21667886,21673818,0,0,0,0,0,0,0,0,0,OR4E1
chr2_101,1,chr2,19348429,19348505,0,0,0,0,0,0,0,0,0,MIR4757
chr22_103,1,chr22,20363621,20377251,0,0,0,0,0,0,0,0,0,USP41
chr3_97,2,chr3,16265160,16514026,0,0,0,0,0,0,0,0,0,OXNAD1;RFTN1
chr14_103,1,chr14,21712321,21712843,0,0,0,0,0,0,0,0,0,TRAV2
chr2_102,1,chr2,19351485,19358623,0,0,0,0,0,0,0,0,0,OSR1
chr22_104,1,chr22,20394115,20408461,0,0,0,0,0,0,0,0,0,ZNF74
chr3_98,1,chr3,16524771,16541903,0,0,0,0,0,0,0,0,0,LINC00690
chr14_104,1,chr14,21723713,21724321,0,0,0,0,0,0,0,0,0,TRAV3
chr2_103,1,chr2,19468997,19520095,0,0,0,0,0,0,0,0,0,LINC01808
chr22_105,1,chr22,20416797,20416899,0,0,0,0,0,0,0,0,0,RNU6-225P
chr3_99,1,chr3,16586792,16670306,0,0,0,0,0,0,0,0,0,DAZL
chr14_105,1,chr14,21736152,21736982,0,0,0,0,0,0,0,0,0,TRAV4
chr2_104,1,chr2,19826249,19826575,0,0,0,0,0,0,0,0,0,CISD1P1
chr22_106,1,chr22,20424584,20437826,0,0,0,0,0,0,0,0,0,SCARF2
chr3_100,1,chr3,16692745,16694202,0,0,0,0,0,0,0,0,0,CDYLP1
chr14_106,1,chr14,21749178,21749705,0,0,0,0,0,0,0,0,0,TRAV5
chr2_105,1,chr2,19868860,19885047,0,0,0,0,0,0,0,0,0,LINC00954
chr22_107,4,chr22,20441519,20495844,0,0,0,0,0,0,0,0,0,KLHL22;RNY1P9;RN7SL812P;KRT18P5
chr3_101,3,chr3,16802651,17090604,0,0,0,0,0,0,0,0,0,PLCL2;MIR3714;PLCL2-AS1
chr14_107,1,chr14,21750269,21751546,0,0,0,0,0,0,0,0,0,RPL4P1
chr2_106,1,chr2,19896631,19901983,0,0,0,0,0,0,0,0,0,TTC32
chr22_108,2,chr22,20495913,20592218,0,0,0,0,0,0,0,0,0,MED15;CCDC74BP1
chr14_108,1,chr14,21768489,21769080,0,0,0,0,0,0,0,0,0,TRAV6
chr3_102,6,chr3,17157162,18923280,0,0,0,0,0,0,0,0,0,TBC1D5;RNU7-10P;PDCL3P3;SATB1;SATB1-AS1;RAD23BP1
chr2_107,1,chr2,19902022,19903112,0,0,0,0,0,0,0,0,0,TTC32-DT
chr22_109,1,chr22,20602595,20626134,0,0,0,0,0,0,0,0,0,SMPD4P1
chr14_109,1,chr14,21782993,21783503,0,0,0,0,0,0,0,0,0,TRAV7
chr3_103,1,chr3,18954943,18955049,0,0,0,0,0,0,0,0,0,RNU6-138P
chr2_108,1,chr2,19910263,19990105,0,0,0,0,0,0,0,0,0,WDR35
chr22_110,1,chr22,20632619,20632751,0,0,0,0,0,0,0,0,0,IGLL4P
chr14_110,1,chr14,21797287,21797886,0,0,0,0,0,0,0,0,0,TRAV8-1
chr3_104,2,chr3,19148510,19535642,0,0,0,0,0,0,0,0,0,KCNH8;MIR4791
chr2_109,1,chr2,19992052,20012668,0,0,0,0,0,0,0,0,0,MATN3
chr22_111,1,chr22,20652730,20654750,0,0,0,0,0,0,0,0,0,SLC9A3P2
chr14_111,1,chr14,21811502,21811977,0,0,0,0,0,0,0,0,0,TRAV9-1
chr3_105,2,chr3,19879472,19947025,0,0,0,0,0,0,0,0,0,EFHB;HSPA8P18
chr2_110,1,chr2,20032650,20051628,0,0,0,0,0,0,0,0,0,LAPTM4A
chr22_112,1,chr22,20667836,20670984,0,0,0,0,0,0,0,0,0,ABHD17AP4
chr14_112,1,chr14,21825472,21826075,0,0,0,0,0,0,0,0,0,TRAV10
chr3_106,4,chr3,19947097,20012267,0,0,0,0,0,0,0,0,0,RAB5A;PP2D1;RNU4-85P;SAP18P3
chr2_111,1,chr2,20052114,20054501,0,0,0,0,0,0,0,0,0,LAPTM4A-DT
chr22_113,2,chr22,20689929,20698938,0,0,0,0,0,0,0,0,0,POM121L4P;BCRP5
chr14_113,1,chr14,21829539,21830070,0,0,0,0,0,0,0,0,0,TRAV11
chr3_107,1,chr3,20012452,20012606,0,0,0,0,0,0,0,0,0,RPL39P18
chr2_112,1,chr2,20155618,20156057,0,0,0,0,0,0,0,0,0,RPS16P2
chr22_114,1,chr22,20702007,20704490,0,0,0,0,0,0,0,0,0,TMEM191A
chr14_114,1,chr14,21841240,21841774,0,0,0,0,0,0,0,0,0,TRAV12-1
chr3_108,2,chr3,20040446,20154404,0,0,0,0,0,0,0,0,0,KAT2B;MIR3135A
chr2_113,1,chr2,20175346,20175639,0,0,0,0,0,0,0,0,0,RN7SL140P
chr22_115,3,chr22,20707691,20891214,0,0,0,0,0,0,0,0,0,PI4KA;SERPIND1;SNAP29
chr14_115,1,chr14,21846537,21847221,0,0,0,0,0,0,0,0,0,TRAV8-2
chr3_109,4,chr3,20160593,21145967,0,0,0,0,0,0,0,0,0,SGO1;SGO1-AS1;RNU6-822P;RNU6-815P
chr2_114,1,chr2,20175805,20175909,0,0,0,0,0,0,0,0,0,RNU6-961P
chr22_116,1,chr22,20917407,20953747,0,0,0,0,0,0,0,0,0,CRKL
chr14_116,1,chr14,21852558,21853006,0,0,0,0,0,0,0,0,0,TRAV8-3
chr3_110,1,chr3,21405737,21406508,0,0,0,0,0,0,0,0,0,VENTXP7
chr2_115,1,chr2,20200797,20225433,0,0,0,0,0,0,0,0,0,SDC1
chr22_117,1,chr22,20957092,20964682,0,0,0,0,0,0,0,0,0,LINC01637
chr14_117,1,chr14,21868839,21869365,0,0,0,0,0,0,0,0,0,TRAV13-1
chr3_111,3,chr3,21412218,22373321,0,0,0,0,0,0,0,0,0,ZNF385D;ZNF385D-AS1;ZNF385D-AS2
chr2_116,1,chr2,20239892,20241046,0,0,0,0,0,0,0,0,0,DRG1P1
chr22_118,1,chr22,20965108,20981360,0,0,0,0,0,0,0,0,0,AIFM3
chr14_118,1,chr14,21887857,21888502,0,0,0,0,0,0,0,0,0,TRAV12-2
chr3_112,1,chr3,22381819,22382460,0,0,0,0,0,0,0,0,0,HMGB1P5
chr2_117,1,chr2,20246326,20246387,0,0,0,0,0,0,0,0,0,RNU7-113P
chr22_119,1,chr22,20982269,20999032,0,0,0,0,0,0,0,0,0,LZTR1
chr14_119,1,chr14,21894433,21895030,0,0,0,0,0,0,0,0,0,TRAV8-4
chr3_113,1,chr3,22811390,22812047,0,0,0,0,0,0,0,0,0,RRBP1P2
chr2_118,1,chr2,20248691,20352234,0,0,0,0,0,0,0,0,0,PUM2
chr22_120,4,chr22,20999104,21028013,0,0,0,0,0,0,0,0,0,THAP7;THAP7-AS1;TUBA3FP;P2RX6
chr14_120,1,chr14,21903077,21904598,0,0,0,0,0,0,0,0,0,TRAV8-5
chr3_114,1,chr3,22904135,22905151,0,0,0,0,0,0,0,0,0,RANP7
chr2_119,1,chr2,20386386,20396588,0,0,0,0,0,0,0,0,0,SLC7A15P
chr22_121,1,chr22,21028718,21032840,0,0,0,0,0,0,0,0,0,SLC7A4
chr14_121,1,chr14,21918188,21918756,0,0,0,0,0,0,0,0,0,TRAV13-2
chr3_115,1,chr3,22989823,22991582,0,0,0,0,0,0,0,0,0,SALL4P5
chr2_120,1,chr2,20401627,20401724,0,0,0,0,0,0,0,0,0,RNA5SP86
chr22_122,1,chr22,21034176,21034272,0,0,0,0,0,0,0,0,0,MIR649
chr14_122,1,chr14,21924063,21924651,0,0,0,0,0,0,0,0,0,TRAV14DV4
chr3_116,1,chr3,23134372,23134824,0,0,0,0,0,0,0,0,0,RPL24P7
chr2_121,1,chr2,20447074,20449440,0,0,0,0,0,0,0,0,0,RHOB
chr22_123,1,chr22,21042343,21045017,0,0,0,0,0,0,0,0,0,P2RX6P
chr14_123,1,chr14,21941128,21941657,0,0,0,0,0,0,0,0,0,TRAV9-2
chr3_117,1,chr3,23194929,23202703,0,0,0,0,0,0,0,0,0,UBE2E2-AS1
chr2_122,1,chr2,20529467,20529976,0,0,0,0,0,0,0,0,0,NDUFAF2P1
chr22_124,1,chr22,21045946,21064168,0,0,0,0,0,0,0,0,0,LRRC74B
chr3_118,1,chr3,23203020,23591794,0,0,0,0,0,0,0,0,0,UBE2E2
chr14_124,1,chr14,21950406,21950654,0,0,0,0,0,0,0,0,0,TRAV15
chr2_123,3,chr2,20560448,20651130,0,0,0,0,0,0,0,0,0,HS1BP3;HS1BP3-IT1;RPS25P3
chr22_125,1,chr22,21065462,21070097,0,0,0,0,0,0,0,0,0,TUBA3GP
chr3_119,1,chr3,23613661,23613759,0,0,0,0,0,0,0,0,0,RNU6-922P
chr14_125,1,chr14,21965451,21966061,0,0,0,0,0,0,0,0,0,TRAV12-3
chr2_124,1,chr2,20667144,20679243,0,0,0,0,0,0,0,0,0,GDF7
chr22_126,1,chr22,21115929,21119758,0,0,0,0,0,0,0,0,0,BCRP2
chr3_120,1,chr3,23641489,23641592,0,0,0,0,0,0,0,0,0,RNU6-788P
chr14_126,1,chr14,21978459,21979120,0,0,0,0,0,0,0,0,0,TRAV8-6
chr2_125,1,chr2,20684014,20823130,0,0,0,0,0,0,0,0,0,LDAH
chr22_127,1,chr22,21125660,21128063,0,0,0,0,0,0,0,0,0,POM121L7P
chr3_121,6,chr3,23804024,23980617,0,0,0,0,0,0,0,0,0,UBE2E1-AS1;UBE2E1;ARL4AP4;NKIRAS1;RPL15;NR1D2
chr14_127,1,chr14,21990496,21990938,0,0,0,0,0,0,0,0,0,TRAV16
chr2_126,1,chr2,20859771,20861661,0,0,0,0,0,0,0,0,0,LINC02850
chr22_128,1,chr22,21141624,21142371,0,0,0,0,0,0,0,0,0,E2F6P2
chr3_122,2,chr3,24096269,24103238,0,0,0,0,0,0,0,0,0,LINC00691;NPM1P23
chr14_128,1,chr14,21997539,21998168,0,0,0,0,0,0,0,0,0,TRAV17
chr2_127,1,chr2,21001429,21044073,0,0,0,0,0,0,0,0,0,APOB
chr22_129,1,chr22,21167758,21192156,0,0,0,0,0,0,0,0,0,FAM230B
chr3_123,5,chr3,24117153,24681711,0,0,0,0,0,0,0,0,0,THRB;RPL31P20;THRB-IT1;THRB-AS1;EIF3KP2
chr14_129,1,chr14,22003106,22003673,0,0,0,0,0,0,0,0,0,TRAV18
chr2_128,1,chr2,21123968,21144368,0,0,0,0,0,0,0,0,0,TDRD15
chr22_130,1,chr22,21203454,21203631,0,0,0,0,0,0,0,0,0,FAM247A
chr3_124,6,chr3,24687887,25597932,0,0,0,0,0,0,0,0,0,RARB;RN7SL216P;RNA5SP125;CFL1P7;RNA5SP126;H3P10
chr14_130,1,chr14,22007512,22008181,0,0,0,0,0,0,0,0,0,TRAV19
chr2_129,1,chr2,21362292,21364025,0,0,0,0,0,0,0,0,0,NUTF2P8
chr3_125,2,chr3,25597978,25664939,0,0,0,0,0,0,0,0,0,TOP2B;MIR4442
chr22_131,1,chr22,21207973,21225554,0,0,0,0,0,0,0,0,0,GGT2
chr2_130,1,chr2,21687430,21710656,0,0,0,0,0,0,0,0,0,LINC01822
chr14_131,1,chr14,22040594,22041153,0,0,0,0,0,0,0,0,0,TRAV20
chr3_126,1,chr3,25686896,25687123,0,0,0,0,0,0,0,0,0,CRIP1P2
chr22_132,1,chr22,21268161,21268903,0,0,0,0,0,0,0,0,0,E2F6P3
chr2_131,1,chr2,21922993,21923288,0,0,0,0,0,0,0,0,0,RN7SL117P
chr14_132,1,chr14,22052514,22053056,0,0,0,0,0,0,0,0,0,TRAV21
chr3_127,4,chr3,25718944,25794534,0,0,0,0,0,0,0,0,0,NGLY1;RPL32P11;TAF9BP1;OXSM
chr22_133,1,chr22,21282881,21284161,0,0,0,0,0,0,0,0,0,POM121L8P
chr2_132,1,chr2,22338886,22339003,0,0,0,0,0,0,0,0,0,RNA5SP87
chr14_133,1,chr14,22070557,22071208,0,0,0,0,0,0,0,0,0,TRAV22
chr3_128,1,chr3,25858525,25873748,0,0,0,0,0,0,0,0,0,LINC00692
chr22_134,1,chr22,21290760,21294586,0,0,0,0,0,0,0,0,0,BCRP6
chr2_133,1,chr2,22377594,22482004,0,0,0,0,0,0,0,0,0,LINC01830
chr14_134,1,chr14,22086407,22086961,0,0,0,0,0,0,0,0,0,TRAV23DV6
chr3_129,1,chr3,26015669,26016369,0,0,0,0,0,0,0,0,0,RPEP2
chr2_134,1,chr2,22508129,22548800,0,0,0,0,0,0,0,0,0,LINC01884
chr22_135,1,chr22,21300990,21325042,0,0,0,0,0,0,0,0,0,FAM230H
chr14_135,1,chr14,22096032,22096619,0,0,0,0,0,0,0,0,0,TRDV1
chr3_130,1,chr3,26216322,26216877,0,0,0,0,0,0,0,0,0,HMGB3P12
chr2_135,1,chr2,22861552,22861884,0,0,0,0,0,0,0,0,0,RN7SKP27
chr22_136,1,chr22,21341595,21345258,0,0,0,0,0,0,0,0,0,PPP1R26P5
chr14_136,1,chr14,22105343,22105846,0,0,0,0,0,0,0,0,0,TRAV24
chr3_131,1,chr3,26346681,26347638,0,0,0,0,0,0,0,0,0,VENTXP4
chr2_136,1,chr2,23375229,23381299,0,0,0,0,0,0,0,0,0,LINC02923
chr22_137,1,chr22,21354563,21358067,0,0,0,0,0,0,0,0,0,LINC01651
chr14_137,1,chr14,22112347,22113031,0,0,0,0,0,0,0,0,0,TRAV25
chr3_132,1,chr3,26622772,26717537,0,0,0,0,0,0,0,0,0,LRRC3B
chr2_137,1,chr2,23385179,23708611,0,0,0,0,0,0,0,0,0,KLHL29
chr22_138,1,chr22,21360601,21361299,0,0,0,0,0,0,0,0,0,FAM246A
chr14_138,1,chr14,22123318,22124285,0,0,0,0,0,0,0,0,0,TRAV26-1
chr3_133,3,chr3,27106484,27369460,0,0,0,0,0,0,0,0,0,NEK10;MICOS10P3;RNU6-342P
chr2_138,3,chr2,23748664,23927123,0,0,0,0,0,0,0,0,0,ATAD2B;PGAM1P6;RPS13P4
chr22_139,2,chr22,21383751,21389491,0,0,0,0,0,0,0,0,0,RIMBP3B;RN7SKP63
chr14_139,1,chr14,22132553,22133034,0,0,0,0,0,0,0,0,0,TRAV8-7
chr3_134,2,chr3,27372723,27484420,0,0,0,0,0,0,0,0,0,SLC4A7;RPS20P15
chr2_139,3,chr2,23927285,24004909,0,0,0,0,0,0,0,0,0,UBXN2A;SDHCP3;RN7SL610P
chr22_140,1,chr22,21417371,21451463,0,0,0,0,0,0,0,0,0,HIC2
chr14_140,1,chr14,22147995,22148633,0,0,0,0,0,0,0,0,0,TRAV27
chr3_135,1,chr3,27513871,27514032,0,0,0,0,0,0,0,0,0,RNU1-96P
chr2_140,4,chr2,24010081,24063681,0,0,0,0,0,0,0,0,0,MFSD2B;WDCP;RNU6-370P;FKBP1B
chr22_141,1,chr22,21466423,21471269,0,0,0,0,0,0,0,0,0,TMEM191C
chr3_136,1,chr3,27703129,27703568,0,0,0,0,0,0,0,0,0,KIAA1143P2
chr14_141,1,chr14,22155079,22155638,0,0,0,0,0,0,0,0,0,TRAV28
chr2_141,1,chr2,24067586,24076373,0,0,0,0,0,0,0,0,0,SF3B6
chr22_142,1,chr22,21473059,21488358,0,0,0,0,0,0,0,0,0,PI4KAP2
chr3_137,1,chr3,27712910,27714005,0,0,0,0,0,0,0,0,0,LINC02084
chr14_142,1,chr14,22163238,22163870,0,0,0,0,0,0,0,0,0,TRAV29DV5
chr2_142,3,chr2,24076526,24169640,0,0,0,0,0,0,0,0,0,FAM228B;TP53I3;PFN4
chr22_143,1,chr22,21545344,21545644,0,0,0,0,0,0,0,0,0,RN7SKP221
chr3_138,1,chr3,27715949,27722711,0,0,0,0,0,0,0,0,0,EOMES
chr14_143,1,chr14,22168429,22168988,0,0,0,0,0,0,0,0,0,TRAV30
chr2_143,1,chr2,24175053,24200849,0,0,0,0,0,0,0,0,0,FAM228A
chr22_144,2,chr22,21545666,21624034,0,0,0,0,0,0,0,0,0,RIMBP3C;UBE2L3
chr3_139,3,chr3,27797552,28059268,0,0,0,0,0,0,0,0,0,LINC01980;LINC01981;LINC01967
chr14_144,1,chr14,22177273,22177864,0,0,0,0,0,0,0,0,0,TRAV31
chr2_144,3,chr2,24202864,24360536,0,0,0,0,0,0,0,0,0,ITSN2;HMGN2P20;RPL36AP13
